,Unnamed: 0,sentences,tagged,Parse_String
253,253," Kapal super terbesar yang beroperasi pada masa itu , Titanic , mengangkut sekitar 2,224 &amp;nbsp; orang ketika menabrak gunung es pada pukul 23: 40 ( waktu kapal ) pada hari Minggu , 14&amp;nbsp; April 1912 .","[('Kapal', 'NN'), ('super', 'NN'), ('terbesar', 'JJ'), ('yang', 'SC'), ('beroperasi', 'VB'), ('pada', 'IN'), ('masa', 'NN'), ('itu', 'PR'), (',', 'Z'), ('Titanic', 'NNP'), (',', 'Z'), ('mengangkut', 'VB'), ('sekitar', 'IN'), ('2,224', 'NN'), ('&amp;nbsp;', 'NN'), ('orang', 'NN'), ('ketika', 'SC'), ('menabrak', 'VB'), ('gunung', 'NN'), ('es', 'X'), ('pada', 'IN'), ('pukul', 'NN'), ('23:', 'NNP'), ('40', 'CD'), ('(', 'Z'), ('waktu', 'NN'), ('kapal', 'NN'), (')', 'Z'), ('pada', 'IN'), ('hari', 'NN'), ('Minggu', 'NNP'), (',', 'Z'), ('14&amp;nbsp;', 'NNP'), ('April', 'NNP'), ('1912', 'NNP'), ('.', 'Z')]","(ROOT (FRAG (S (NP (NP (NN Kapal)) (ADJP (NN super) (JJ terbesar))) (VP (SC yang) (VP (VB beroperasi) (SBAR (IN pada) (S (NP (NML (NN masa) (PR itu)) (Z ,) (NNP Titanic)) (VP (Z ,) (VP (VB mengangkut) (SBAR (IN sekitar) (S (NP (NN 2,224) (NN &amp;nbsp;) (NN orang)) (VP (SC ketika) (VP (VB menabrak) (NP (NN gunung))))))))))))) (X es) (PP (IN pada) (NP (NN pukul))) (NP (NNP 23:)) (NP (NML (CD 40) (Z -LRB-) (NN waktu)) (NN kapal)) (Z -RRB-) (PP (IN pada) (NP (NN hari))) (NP (NNP Minggu) (Z ,)) (NP (NNP 14&amp;nbsp;) (NNP April) (NNP 1912)) (Z .)))"
254,254," Siapakah yang menolong kita dari tangan Allah yang maha dahsyat ini ? Mereka semuanya itu Allah Maha Kuasa tukarkan , tidak seperti mereka hidup ketika didunia .","[('Siapakah', 'NN'), ('yang', 'SC'), ('menolong', 'VB'), ('kita', 'PRP'), ('dari', 'IN'), ('tangan', 'NN'), ('Allah', 'NNP'), ('yang', 'SC'), ('maha', 'VB'), ('dahsyat', 'NN'), ('ini', 'PR'), ('?', 'Z'), ('Mereka', 'PRP'), ('semuanya', 'JJ'), ('itu', 'PR'), ('Allah', 'NNP'), ('Maha', 'NNP'), ('Kuasa', 'NN'), ('tukarkan', 'NN'), (',', 'Z'), ('tidak', 'NEG'), ('seperti', 'IN'), ('mereka', 'PRP'), ('hidup', 'NN'), ('ketika', 'SC'), ('didunia', 'VB'), ('.', 'Z')]","(ROOT (S (S (NP (NN Siapakah)) (VP (SC yang) (VP (VB menolong) (NP (PRP kita)) (SBAR (IN dari) (S (NP (NN tangan) (NNP Allah)) (VP (SC yang) (VP (VB maha) (NP (NN dahsyat) (PR ini))))))))) (Z ?) (S (NP (PRP Mereka)) (ADJP (JJ semuanya))) (PR itu) (S (NP (NNP Allah)) (VP (NNP Maha) (NP (NN Kuasa) (NN tukarkan)))) (Z ,) (NEG tidak) (S (PP (IN seperti) (NP (PRP mereka))) (NP (NN hidup)) (VP (SC ketika) (VP (VB didunia)))) (Z .)))"
255,255," Berjaya Air adalah maskapai penerbangan yang berpusat di Shah Alam , Selangor , Malaysia .","[('Berjaya', 'NNP'), ('Air', 'NNP'), ('adalah', 'VB'), ('maskapai', 'NN'), ('penerbangan', 'NN'), ('yang', 'SC'), ('berpusat', 'VB'), ('di', 'IN'), ('Shah', 'NNP'), ('Alam', 'NNP'), (',', 'Z'), ('Selangor', 'NNP'), (',', 'Z'), ('Malaysia', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NNP Berjaya) (NNP Air)) (VP (VB adalah) (NP (NN maskapai) (NN penerbangan)) (S (VP (SC yang) (VP (VB berpusat) (PP (IN di) (NP (NNP Shah) (NML (NNP Alam) (Z ,)) (NNP Selangor) (Z ,) (NNP Malaysia))))))) (Z .)))"
256,256, Pembatasan air sedang diberlakukan di banyak daerah dan kota di Australia sebagai akibat dari penjatahan kronis karena kekeringan .,"[('Pembatasan', 'NN'), ('air', 'NN'), ('sedang', 'MD'), ('diberlakukan', 'VB'), ('di', 'IN'), ('banyak', 'CD'), ('daerah', 'NN'), ('dan', 'CC'), ('kota', 'NN'), ('di', 'IN'), ('Australia', 'NNP'), ('sebagai', 'IN'), ('akibat', 'NN'), ('dari', 'IN'), ('penjatahan', 'NN'), ('kronis', 'NN'), ('karena', 'SC'), ('kekeringan', 'NN'), ('.', 'Z')]",(ROOT (S (NP (NN Pembatasan) (NN air)) (VP (MD sedang) (VP (VB diberlakukan) (PP (IN di) (NP (CD banyak) (NML (NN daerah) (CC dan) (NN kota)))) (SBAR (IN di) (S (NP (NNP Australia)) (PP (IN sebagai) (NP (NN akibat))) (PP (IN dari) (NP (NP (NN penjatahan) (NN kronis)) (PP (SC karena) (NP (NN kekeringan))))))))) (Z .)))
257,257, Kamila menanyakan tentang masalah perjodohan antara Andara dengan Taufan ( Fadil ) .,"[('Kamila', 'NNP'), ('menanyakan', 'VB'), ('tentang', 'IN'), ('masalah', 'NN'), ('perjodohan', 'NN'), ('antara', 'IN'), ('Andara', 'NNP'), ('dengan', 'IN'), ('Taufan', 'NNP'), ('(', 'Z'), ('Fadil', 'NNP'), (')', 'Z'), ('.', 'Z')]",(ROOT (S (NP (NNP Kamila)) (VP (VB menanyakan) (PP (IN tentang) (NP (NP (NN masalah) (NN perjodohan)) (PP (IN antara) (NP (NNP Andara))))) (PP (IN dengan) (NP (NNP Taufan) (Z -LRB-) (NNP Fadil) (Z -RRB-)))) (Z .)))
258,258," FL GROUP merupakan sebuah perusahaan investasi interansional , dengan fokus pada tiga bisnis; FIG , kepemilikan pribadi dan pasaran besar .","[('FL', 'NNP'), ('GROUP', 'NNP'), ('merupakan', 'VB'), ('sebuah', 'NND'), ('perusahaan', 'NN'), ('investasi', 'NN'), ('interansional', 'JJ'), (',', 'Z'), ('dengan', 'IN'), ('fokus', 'NN'), ('pada', 'IN'), ('tiga', 'CD'), ('bisnis;', 'NN'), ('FIG', 'NNP'), (',', 'Z'), ('kepemilikan', 'NN'), ('pribadi', 'NN'), ('dan', 'CC'), ('pasaran', 'NN'), ('besar', 'JJ'), ('.', 'Z')]","(ROOT (S (S (NP (NNP FL) (NNP GROUP)) (VP (VB merupakan) (NP (NND sebuah) (NN perusahaan) (NN investasi)) (S (ADJP (JJ interansional))))) (Z ,) (S (PP (IN dengan) (NP (NN fokus))) (PP (IN pada) (NP (CD tiga) (NN bisnis;))) (NP (NNP FIG)) (VP (Z ,) (ADJP (NP (NN kepemilikan) (NML (NN pribadi) (CC dan) (NN pasaran))) (JJ besar)))) (Z .)))"
259,259," Untuk pertama kalinya sejak 2006 , empat unggulan teratas melaju ke babak semifinal .","[('Untuk', 'SC'), ('pertama', 'OD'), ('kalinya', 'NN'), ('sejak', 'IN'), ('2006', 'CD'), (',', 'Z'), ('empat', 'CD'), ('unggulan', 'NN'), ('teratas', 'VB'), ('melaju', 'VB'), ('ke', 'IN'), ('babak', 'VB'), ('semifinal', 'JJ'), ('.', 'Z')]","(ROOT (SQ (SC Untuk) (NP (NP (OD pertama) (NN kalinya)) (PP (IN sejak) (NP (NP (CD 2006)) (PP (Z ,) (NP (CD empat) (NN unggulan)))))) (VP (VB teratas) (S (VP (VB melaju) (SBAR (IN ke) (S (VP (VB babak) (ADJP (JJ semifinal)))))))) (Z .)))"
260,260, Ini adalah sampah yang umum dipikirkan manusia .,"[('Ini', 'PR'), ('adalah', 'VB'), ('sampah', 'NN'), ('yang', 'SC'), ('umum', 'JJ'), ('dipikirkan', 'VB'), ('manusia', 'NN'), ('.', 'Z')]",(ROOT (S (ADVP (PR Ini)) (VP (VB adalah) (S (NP (NP (NN sampah)) (PP (SC yang) (NP (JJ umum)))) (VP (VB dipikirkan) (NP (NN manusia))))) (Z .)))
261,261," Biduk / perahu , yang melaju di lautan hidup menuju masa depan yang lebih baik , yaitu tujuan nasional yang dicita â citakan .","[('Biduk', 'NNP'), ('/', 'Z'), ('perahu', 'NN'), (',', 'Z'), ('yang', 'SC'), ('melaju', 'VB'), ('di', 'IN'), ('lautan', 'NN'), ('hidup', 'NN'), ('menuju', 'VB'), ('masa', 'NN'), ('depan', 'NN'), ('yang', 'SC'), ('lebih', 'RB'), ('baik', 'JJ'), (',', 'Z'), ('yaitu', 'SC'), ('tujuan', 'NN'), ('nasional', 'JJ'), ('yang', 'SC'), ('dicita', 'VB'), ('â\x80\x93', 'NNP'), ('citakan', 'VB'), ('.', 'Z')]","(ROOT (S (NP (NP (NNP Biduk) (Z /)) (NN perahu)) (VP (Z ,) (SC yang) (VP (VB melaju) (SBAR (IN di) (S (NP (NN lautan) (NN hidup)) (VP (VB menuju) (S (NP (NP (NN masa) (NN depan)) (PP (SC yang) (NP (ADJP (RB lebih) (JJ baik)) (NML (Z ,) (SC yaitu) (NN tujuan)) (JJ nasional) (SC yang)))) (VP (VB dicita) (S (NP (NNP â)) (VP (VB citakan)))))))))) (Z .)))"
262,262, Kelas Proletar sering menjadi target eksploitasi para majikan yang berorientasi kapitalis ini .,"[('Kelas', 'NN'), ('Proletar', 'NN'), ('sering', 'RB'), ('menjadi', 'VB'), ('target', 'NN'), ('eksploitasi', 'NN'), ('para', 'DT'), ('majikan', 'NN'), ('yang', 'SC'), ('berorientasi', 'VB'), ('kapitalis', 'NN'), ('ini', 'PR'), ('.', 'Z')]",(ROOT (S (NP (NN Kelas) (NN Proletar)) (ADVP (RB sering)) (VP (VB menjadi) (NP (NN target) (NN eksploitasi)) (NP (DT para) (NN majikan) (S (VP (SC yang) (VP (VB berorientasi) (NP (NN kapitalis) (PR ini))))))) (Z .)))
263,263, Chandragupta II juga mulai memproduksi koin perak di dalam tradisi Shaka .,"[('Chandragupta', 'NNP'), ('II', 'NNP'), ('juga', 'RB'), ('mulai', 'VB'), ('memproduksi', 'VB'), ('koin', 'NN'), ('perak', 'NN'), ('di', 'IN'), ('dalam', 'NN'), ('tradisi', 'NN'), ('Shaka', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NNP Chandragupta) (NNP II)) (ADVP (RB juga)) (VP (VB mulai) (VP (VB memproduksi) (NP (NN koin) (NN perak)) (PP (IN di) (NP (NN dalam) (NN tradisi) (NNP Shaka))))) (Z .)))
264,264, Banyak orang di Asia Selatan dan Timur Tengah yang memilih menggunakan air karena kurang yakin akan keefektifan tissue toilet dalam membersihkan kotoran .,"[('Banyak', 'CD'), ('orang', 'NN'), ('di', 'IN'), ('Asia', 'NNP'), ('Selatan', 'NNP'), ('dan', 'CC'), ('Timur', 'NNP'), ('Tengah', 'NNP'), ('yang', 'SC'), ('memilih', 'VB'), ('menggunakan', 'VB'), ('air', 'NN'), ('karena', 'SC'), ('kurang', 'RB'), ('yakin', 'JJ'), ('akan', 'MD'), ('keefektifan', 'NN'), ('tissue', 'NN'), ('toilet', 'NN'), ('dalam', 'IN'), ('membersihkan', 'VB'), ('kotoran', 'NN'), ('.', 'Z')]",(ROOT (S (NP (NP (CD Banyak) (NN orang)) (PP (IN di) (NP (NML (NNP Asia) (NNP Selatan) (CC dan) (NNP Timur)) (NNP Tengah)))) (VP (SC yang) (VP (VB memilih) (S (VP (VB menggunakan) (S (NP (NP (NN air)) (SBAR (WHNP (WHADJP (SC karena) (RB kurang)) (JJ yakin)) (S (VP (MD akan) (VP (FRAG (NP (NN keefektifan) (NN tissue) (NN toilet)) (PP (IN dalam)))))))) (VP (VB membersihkan) (NP (NN kotoran)))))))) (Z .)))
265,265, Pemberian nama tersebut didasari untuk mengenang jasa - jasa Dr. Adnan Kapau Gani yang banyak berjuang membantu APRI melawan Kolonial Belanda .,"[('Pemberian', 'NN'), ('nama', 'NN'), ('tersebut', 'PR'), ('didasari', 'VB'), ('untuk', 'SC'), ('mengenang', 'VB'), ('jasa', 'NN'), ('-', 'Z'), ('jasa', 'NN'), ('Dr.', 'NNP'), ('Adnan', 'NNP'), ('Kapau', 'NNP'), ('Gani', 'NNP'), ('yang', 'SC'), ('banyak', 'CD'), ('berjuang', 'VB'), ('membantu', 'VB'), ('APRI', 'NNP'), ('melawan', 'VB'), ('Kolonial', 'NNP'), ('Belanda', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NN Pemberian) (NN nama)) (VP (PR tersebut) (VP (VB didasari) (S (VP (SC untuk) (VP (VB mengenang) (S (NP (NP (NML (NN jasa) (Z -) (NN jasa)) (NNP Dr.) (NNP Adnan) (NNP Kapau) (NNP Gani)) (PP (SC yang) (NP (CD banyak)))) (VP (VB berjuang) (S (VP (VB membantu) (S (NP (NNP APRI)) (VP (VB melawan) (NP (NNP Kolonial) (NNP Belanda))))))))))))) (Z .)))
266,266, Masjid ini adalah masjid terbesar di India .,"[('Masjid', 'NNP'), ('ini', 'PR'), ('adalah', 'VB'), ('masjid', 'NN'), ('terbesar', 'JJ'), ('di', 'IN'), ('India', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NNP Masjid)) (VP (PR ini) (VP (VB adalah) (S (NP (NN masjid)) (ADJP (JJ terbesar)) (PP (IN di) (NP (NNP India)))))) (Z .)))
267,267, Peristiwa ini ditandai dengan ditemukannya 30 mayat orang Tionghoa ( laki - laki dan perempuan ) di bekas pabrik pembuatan mi di Mergosono .,"[('Peristiwa', 'NN'), ('ini', 'PR'), ('ditandai', 'VB'), ('dengan', 'IN'), ('ditemukannya', 'VB'), ('30', 'CD'), ('mayat', 'NN'), ('orang', 'NN'), ('Tionghoa', 'NNP'), ('(', 'Z'), ('laki', 'NN'), ('-', 'Z'), ('laki', 'NN'), ('dan', 'CC'), ('perempuan', 'NN'), (')', 'Z'), ('di', 'IN'), ('bekas', 'NN'), ('pabrik', 'NN'), ('pembuatan', 'NN'), ('mi', 'NN'), ('di', 'IN'), ('Mergosono', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NN Peristiwa)) (VP (PR ini) (VP (VB ditandai) (SBAR (IN dengan) (S (VP (VB ditemukannya) (S (NP (NP (NP (NML (CD 30) (NN mayat) (NN orang)) (NNP Tionghoa) (Z -LRB-)) (NN laki)) (PP (Z -) (NP (NML (NN laki) (CC dan) (NN perempuan)) (Z -RRB-)))) (PP (IN di) (NP (NN bekas) (NN pabrik) (NN pembuatan) (NN mi))) (PP (IN di) (NP (NNP Mergosono))))))))) (Z .)))
268,268," Sampai sekarang Yi dianggap sebagai seorang pahlawan bangsa Korea yang terbesar dikarenakan kesetiaan , taktik dan kegigihannya dalam berperang .","[('Sampai', 'IN'), ('sekarang', 'NN'), ('Yi', 'NNP'), ('dianggap', 'VB'), ('sebagai', 'IN'), ('seorang', 'NND'), ('pahlawan', 'NN'), ('bangsa', 'NN'), ('Korea', 'NNP'), ('yang', 'SC'), ('terbesar', 'JJ'), ('dikarenakan', 'VB'), ('kesetiaan', 'NN'), (',', 'Z'), ('taktik', 'NN'), ('dan', 'CC'), ('kegigihannya', 'NN'), ('dalam', 'IN'), ('berperang', 'VB'), ('.', 'Z')]","(ROOT (S (PP (IN Sampai) (NP (NN sekarang) (NNP Yi))) (VP (VB dianggap) (SBAR (IN sebagai) (S (NP (NND seorang) (NML (NN pahlawan) (NN bangsa)) (NNP Korea)) (VP (SC yang) (ADJP (JJ terbesar)) (S (VP (VB dikarenakan) (NP (NN kesetiaan) (Z ,) (NML (NN taktik) (CC dan) (NN kegigihannya))) (SBAR (IN dalam) (S (VP (VB berperang)))))))))) (Z .)))"
269,269, Juga biasanya dipanggil Sweet Marjoram atau Knotted Marjoram dan Majorana hortensis .,"[('Juga', 'NN'), ('biasanya', 'RB'), ('dipanggil', 'VB'), ('Sweet', 'NN'), ('Marjoram', 'NNP'), ('atau', 'CC'), ('Knotted', 'NNP'), ('Marjoram', 'NNP'), ('dan', 'CC'), ('Majorana', 'NNP'), ('hortensis', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NN Juga)) (ADVP (RB biasanya)) (VP (VB dipanggil) (NP (NN Sweet) (NML (NNP Marjoram) (CC atau) (NNP Knotted)) (NML (NNP Marjoram) (CC dan) (NNP Majorana) (NNP hortensis)))) (Z .)))
270,270," Pemimpinnya adalah Poseidon yang didampingi oleh istrinya , Amfitrite .","[('Pemimpinnya', 'NN'), ('adalah', 'VB'), ('Poseidon', 'NNP'), ('yang', 'SC'), ('didampingi', 'VB'), ('oleh', 'IN'), ('istrinya', 'NN'), (',', 'Z'), ('Amfitrite', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NN Pemimpinnya)) (VP (VB adalah) (S (NP (NNP Poseidon)) (VP (SC yang) (VP (VB didampingi) (SBAR (IN oleh) (S (NP (NN istrinya)) (VP (Z ,) (NP (NNP Amfitrite))))))))) (Z .)))"
271,271, Virus ini juga menyebar ke Mesir dan Kamerun .,"[('Virus', 'NN'), ('ini', 'PR'), ('juga', 'RB'), ('menyebar', 'VB'), ('ke', 'IN'), ('Mesir', 'NNP'), ('dan', 'CC'), ('Kamerun', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NN Virus)) (VP (PR ini) (ADVP (RB juga)) (VP (VB menyebar) (PP (IN ke) (NP (NML (NNP Mesir) (CC dan) (NNP Kamerun)) (Z .)))))))
272,272, Di sisi yang berseberangan terdapat Valga .,"[('Di', 'IN'), ('sisi', 'NN'), ('yang', 'SC'), ('berseberangan', 'VB'), ('terdapat', 'VB'), ('Valga', 'NNP'), ('.', 'Z')]",(ROOT (S (PP (IN Di) (NP (NN sisi))) (SC yang) (VP (VB berseberangan) (VP (VB terdapat) (NP (NNP Valga)))) (Z .)))
273,273, Departemen Carazo merupakan sebuah departemen di Nikaragua .,"[('Departemen', 'NNP'), ('Carazo', 'NNP'), ('merupakan', 'VB'), ('sebuah', 'NND'), ('departemen', 'NN'), ('di', 'IN'), ('Nikaragua', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NNP Departemen) (NNP Carazo)) (VP (VB merupakan) (NP (NND sebuah) (NN departemen)) (PP (IN di) (NP (NNP Nikaragua)))) (Z .)))
274,274, Program Studi STAKN Manado terdiri dari: Perguruan tinggi Istilah Mudika muncul sekitar tahun 1974 dan pertama kali dipakai di Keuskupan Bogor untuk menamai gerakan Katolik muda yang berbasis teritori Gereja .,"[('Program', 'NN'), ('Studi', 'NN'), ('STAKN', 'NNP'), ('Manado', 'NNP'), ('terdiri', 'VB'), ('dari:', 'NN'), ('Perguruan', 'NN'), ('tinggi', 'JJ'), ('Istilah', 'NNP'), ('Mudika', 'NNP'), ('muncul', 'VB'), ('sekitar', 'IN'), ('tahun', 'NN'), ('1974', 'NN'), ('dan', 'CC'), ('pertama', 'OD'), ('kali', 'NND'), ('dipakai', 'VB'), ('di', 'IN'), ('Keuskupan', 'NNP'), ('Bogor', 'NNP'), ('untuk', 'SC'), ('menamai', 'VB'), ('gerakan', 'NN'), ('Katolik', 'NNP'), ('muda', 'JJ'), ('yang', 'SC'), ('berbasis', 'VB'), ('teritori', 'VB'), ('Gereja', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NML (NN Program) (NN Studi)) (NNP STAKN) (NNP Manado)) (VP (VB terdiri) (S (NP (ADJP (NP (NN dari:) (NN Perguruan)) (JJ tinggi)) (NNP Istilah) (NNP Mudika)) (VP (VP (VB muncul) (SBAR (IN sekitar) (S (NP (NN tahun) (NML (NN 1974) (CC dan) (OD pertama))) (VP (NND kali) (VP (VB dipakai) (SBAR (IN di) (S (NP (NNP Keuskupan) (NNP Bogor)) (VP (SC untuk) (VP (VB menamai) (S (NP (NN gerakan) (NNP Katolik)) (ADJP (JJ muda)))))))))))) (SC yang) (VP (VB berbasis) (S (VP (VB teritori) (NP (NNP Gereja)))))))) (Z .)))
275,275, Setelah gempa utama terjadi 10 kali gempa susulan yang mengguncang .,"[('Setelah', 'SC'), ('gempa', 'NN'), ('utama', 'JJ'), ('terjadi', 'VB'), ('10', 'CD'), ('kali', 'NND'), ('gempa', 'NN'), ('susulan', 'NN'), ('yang', 'SC'), ('mengguncang', 'VB'), ('.', 'Z')]",(ROOT (SQ (SC Setelah) (NP (NN gempa)) (ADJP (JJ utama)) (S (VP (VP (VB terjadi) (NP (NML (CD 10) (NND kali) (NN gempa)) (NN susulan))) (SC yang) (VP (VB mengguncang)))) (Z .)))
276,276," Kaduengang adalah desa di Kecamatan Cadasari , Kabupaten Pandeglang , Banten , Indonesia .","[('Kaduengang', 'NNP'), ('adalah', 'VB'), ('desa', 'NN'), ('di', 'IN'), ('Kecamatan', 'NNP'), ('Cadasari', 'NNP'), (',', 'Z'), ('Kabupaten', 'NNP'), ('Pandeglang', 'NNP'), (',', 'Z'), ('Banten', 'NNP'), (',', 'Z'), ('Indonesia', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NNP Kaduengang)) (VP (VB adalah) (NP (NN desa)) (PP (IN di) (NP (NP (NNP Kecamatan) (NNP Cadasari)) (PP (Z ,) (NP (NP (NNP Kabupaten) (NNP Pandeglang) (Z ,)) (NNP Banten) (Z ,) (NNP Indonesia)))))) (Z .)))"
277,277, Di bagian dalam ada beberapa musholla .,"[('Di', 'IN'), ('bagian', 'NN'), ('dalam', 'IN'), ('ada', 'VB'), ('beberapa', 'CD'), ('musholla', 'NN'), ('.', 'Z')]",(ROOT (S (PP (IN Di) (NP (NP (NN bagian)) (PP (IN dalam)))) (VP (VB ada) (NP (CD beberapa) (NN musholla))) (Z .)))
278,278," Persoalan berikutnya , bagaimana menentukan mana pelaku dan mana korban ? Pesaing Douglas Edwards with the News adalah Camel News Caravan yang diluncurkan tahun 1949 di NBC .","[('Persoalan', 'NN'), ('berikutnya', 'VB'), (',', 'Z'), ('bagaimana', 'SC'), ('menentukan', 'VB'), ('mana', 'NN'), ('pelaku', 'NN'), ('dan', 'CC'), ('mana', 'NN'), ('korban', 'NN'), ('?', 'Z'), ('Pesaing', 'NN'), ('Douglas', 'NNP'), ('Edwards', 'NNP'), ('with', 'FW'), ('the', 'FW'), ('News', 'NNP'), ('adalah', 'VB'), ('Camel', 'NNP'), ('News', 'NNP'), ('Caravan', 'NNP'), ('yang', 'SC'), ('diluncurkan', 'VB'), ('tahun', 'NN'), ('1949', 'NN'), ('di', 'IN'), ('NBC', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NN Persoalan)) (VP (VB berikutnya) (S (NP (Z ,)) (VP (SC bagaimana) (VP (VB menentukan) (S (NP (NML (NML (NN mana) (NN pelaku)) (CC dan) (NML (NN mana) (NN korban) (Z ?) (NN Pesaing))) (NNP Douglas) (NNP Edwards) (NML (FW with) (FW the)) (NNP News)) (VP (VB adalah) (S (NP (NML (NNP Camel) (NNP News)) (NNP Caravan) (SC yang)) (VP (VB diluncurkan) (NP (NN tahun) (NN 1949)) (PP (IN di) (NP (NNP NBC))))))))))) (Z .)))"
279,279," Edwards menarik lebih banyak pemirsa pada pertengahan tahun 1950 - an , namun kalah setelah Chet Huntley dan David Brinkley dipasangkan oleh NBC pada Huntley - Brinkley Report .","[('Edwards', 'NNP'), ('menarik', 'VB'), ('lebih', 'RB'), ('banyak', 'CD'), ('pemirsa', 'NN'), ('pada', 'IN'), ('pertengahan', 'NN'), ('tahun', 'NN'), ('1950', 'CD'), ('-', 'Z'), ('an', 'NN'), (',', 'Z'), ('namun', 'CC'), ('kalah', 'NN'), ('setelah', 'SC'), ('Chet', 'NNP'), ('Huntley', 'NNP'), ('dan', 'CC'), ('David', 'NNP'), ('Brinkley', 'NNP'), ('dipasangkan', 'VB'), ('oleh', 'IN'), ('NBC', 'NNP'), ('pada', 'IN'), ('Huntley', 'NNP'), ('-', 'Z'), ('Brinkley', 'NNP'), ('Report', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NNP Edwards)) (VP (VP (VB menarik) (NP (RB lebih) (CD banyak) (NN pemirsa)) (PP (IN pada) (NP (NP (NN pertengahan) (NN tahun) (CD 1950)) (PP (Z -) (NP (NN an) (Z ,) (NML (CC namun) (NML (NP (NN kalah)) (PP (SC setelah) (NP (NNP Chet) (NNP Huntley)))) (CC dan) (NML (NNP David) (NNP Brinkley)))))))) (VP (VB dipasangkan) (SBAR (IN oleh) (S (NP (NNP NBC)) (PP (IN pada) (NP (NNP Huntley) (Z -) (NNP Brinkley) (NNP Report))))))) (Z .)))"
280,280, Asal - usulnya tari ini tidak diketahui secara jelas .,"[('Asal', 'NNP'), ('-', 'Z'), ('usulnya', 'NN'), ('tari', 'NN'), ('ini', 'PR'), ('tidak', 'NEG'), ('diketahui', 'VB'), ('secara', 'IN'), ('jelas', 'JJ'), ('.', 'Z')]",(ROOT (S (NP (NP (NNP Asal) (Z -)) (NN usulnya) (NN tari)) (VP (PR ini) (NEG tidak) (VP (VB diketahui) (PP (IN secara) (ADJP (JJ jelas))))) (Z .)))
281,281," Beberapa orang menginginkan mayat Alkmene dibawa kembali ke Argos , sementara yang lain ingin menguburkannya di Thebes ( mengingat Amfitrion juga dikuburkan di Thebes ) .","[('Beberapa', 'CD'), ('orang', 'NN'), ('menginginkan', 'VB'), ('mayat', 'NN'), ('Alkmene', 'NNP'), ('dibawa', 'VB'), ('kembali', 'VB'), ('ke', 'IN'), ('Argos', 'NNP'), (',', 'Z'), ('sementara', 'SC'), ('yang', 'SC'), ('lain', 'JJ'), ('ingin', 'RB'), ('menguburkannya', 'VB'), ('di', 'IN'), ('Thebes', 'NNP'), ('(', 'Z'), ('mengingat', 'VB'), ('Amfitrion', 'NNP'), ('juga', 'RB'), ('dikuburkan', 'VB'), ('di', 'IN'), ('Thebes', 'NNP'), (')', 'Z'), ('.', 'Z')]","(ROOT (S (NP (CD Beberapa) (NN orang)) (VP (VB menginginkan) (S (NP (NN mayat) (NNP Alkmene)) (VP (VP (VB dibawa) (S (VP (VB kembali) (SBAR (IN ke) (S (NP (NNP Argos) (Z ,)) (VP (SC sementara) (ADJP (SC yang) (JJ lain)))))))) (ADVP (RB ingin)) (VP (VB menguburkannya) (SBAR (IN di) (S (NP (NNP Thebes)) (VP (Z -LRB-) (VP (VB mengingat) (NP (NNP Amfitrion))))))) (ADVP (RB juga)) (VP (VB dikuburkan) (PP (IN di) (NP (NNP Thebes) (Z -RRB-))))))) (Z .)))"
282,282," Serial yang merupakan sekuel dari seri Avatar: The Last Airbender ini akan berlansung selama 52 episode , dibagi dalam 2 Musim dan 4 Buku .","[('Serial', 'NN'), ('yang', 'SC'), ('merupakan', 'VB'), ('sekuel', 'NN'), ('dari', 'IN'), ('seri', 'NN'), ('Avatar:', 'NNP'), ('The', 'NNP'), ('Last', 'NNP'), ('Airbender', 'NNP'), ('ini', 'PR'), ('akan', 'MD'), ('berlansung', 'VB'), ('selama', 'IN'), ('52', 'CD'), ('episode', 'NN'), (',', 'Z'), ('dibagi', 'VB'), ('dalam', 'IN'), ('2', 'CD'), ('Musim', 'NNP'), ('dan', 'CC'), ('4', 'CD'), ('Buku', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NN Serial)) (VP (SC yang) (VP (VB merupakan) (NP (NN sekuel)) (SBAR (IN dari) (S (NP (NN seri) (NNP Avatar:) (NNP The) (NNP Last) (NNP Airbender) (PR ini)) (VP (MD akan) (VP (VB berlansung) (SBAR (IN selama) (S (NP (CD 52) (NN episode)) (VP (Z ,) (VP (VB dibagi) (PP (IN dalam) (NP (CD 2) (NML (NML (NNP Musim)) (CC dan) (NML (CD 4))) (NNP Buku))))))))))))) (Z .)))"
